"","y","Month","Year","pasta_twitter_lag18","tomato_twitter_lag10","bbq_google10","chili_google15","ketchup_google16","pasta_google15","salsa_google12","spaghetti_google14","tomato_google12"
"45",657177,"9","2013",-0.24012392247066,-3.91944986524593,1.44147192861278,0.614802888110606,0.540355013798768,0.328247393478445,1.03737687683348,0.807319934227311,1.09947139036349
"46",456693,"10","2013",-0.319049180057981,0,0.781261931669617,1.76271526640017,0.540355013798768,0.810029858100033,-0.576320487129711,0.330930125887527,-0.201740721613204
"47",542530,"11","2013",-0.627458161654122,-0.128659893157456,0.218860823162477,0.833452864927666,0.417577719777075,0.595904318268216,-0.934919901343753,1.07954268185004,-0.371464040566686
"48",356435,"12","2013",0.638948955948109,-1.54323594675097,-0.0501136200365895,-0.423784501770428,0.417577719777075,0.488841548352308,-0.934919901343753,0.671208560415944,-0.654336238822489
"49",473190,"1","2014",-0.415965604083781,-0.259230991419709,-0.123470286363608,-0.806421961200282,0.540355013798768,0.328247393478445,-0.307370926469179,0.535097186604577,-0.0320174026597227
"50",279037,"2","2014",0,0.408094806295323,-0.0501136200365895,-0.970409443813077,0.724520954831307,0.542372933310262,-0.755620194236732,0.39898581279321,-0.145166281962044
"51",404590,"3","2014",1.33685551245229,-0.266352039812367,0.145504156835459,-0.970409443813077,0.847298248852999,0.702967088184125,-0.665970340683222,0.262874438981843,-0.145166281962044
"52",262714,"4","2014",0.607109963883604,0,0.0721474905084409,-0.806421961200282,0.785909601842153,0.970624012973896,-0.4866706335762,0.262874438981843,0.25085479559608
"53",365714,"5","2014",0.251777846567439,0.0941510350659458,0.341121933707508,-0.533109490178958,0.540355013798768,0.917092628015942,0.140878341298374,0.535097186604577,0.816599192107686
"54",402661,"6","2014",0.525212647626169,-0.266352039812367,0.536739710579556,0.341490417089281,0.724520954831307,0.64943570322617,0.320178048405395,1.21565405566141,1.15604583001465
"55",776574,"7","2014",-0.236365384052871,-0.266352039812367,1.39256748439477,1.8720402548087,0.417577719777075,0.542372933310262,1.2166765839405,1.21565405566141,1.72179022652626
"56",1124875,"8","2014",-1.01198314148494,0,1.34366304017676,0.997440347540461,0.478966366787921,0.435310163394353,2.0235252659221,1.41982111637846,2.11781130408438
"57",755453,"9","2014",-0.64650903945845,0.714608708155831,1.46592415072179,0.560140393906341,0.908686895863846,0.595904318268216,0.858077169726458,1.14759836875573,1.09947139036349
